Date,Age Range,Gender,Segment,Product,Total Customers,Region,Language Preference
9/1/2024,35-49,Female,Highly Engaged,Enhanced,129,West,English
9/1/2024,35-49,Female,Highly Engaged,Premium,176,West,Vietnamese
9/1/2024,35-49,Female,Reactive Engagers,Basic,155,Midwest,English
9/1/2024,35-49,Female,Reactive Engagers,Enhanced,169,West,English
9/1/2024,35-49,Female,Reactive Engagers,Premium,183,Midwest,English
9/1/2024,35-49,Female,Content & Complacent,Basic,168,Midwest,English
9/1/2024,35-49,Female,Content & Complacent,Enhanced,158,South,Spanish
9/1/2024,35-49,Female,Content & Complacent,Premium,124,South,Vietnamese
9/1/2024,35-49,Female,Unengaged,Basic,210,South,English
9/1/2024,35-49,Female,Unengaged,Enhanced,172,Midwest,English
9/1/2024,35-49,Female,Unengaged,Premium,156,Midwest,English
9/1/2024,50-64,Male,Highly Engaged,Basic,211,Midwest,Chinese
9/1/2024,50-64,Male,Highly Engaged,Enhanced,186,Northeast,Spanish
9/1/2024,50-64,Male,Highly Engaged,Premium,150,Northeast,English
9/1/2024,50-64,Male,Reactive Engagers,Basic,136,South,English
9/1/2024,50-64,Male,Reactive Engagers,Enhanced,197,Northeast,English
9/1/2024,50-64,Male,Reactive Engagers,Premium,219,Midwest,Spanish
9/1/2024,50-64,Male,Content & Complacent,Basic,127,West,English
9/1/2024,50-64,Male,Content & Complacent,Enhanced,124,Northeast,English
9/1/2024,50-64,Male,Content & Complacent,Premium,225,West,Spanish
9/1/2024,50-64,Male,Unengaged,Basic,198,Northeast,Vietnamese
9/1/2024,50-64,Male,Unengaged,Enhanced,179,Northeast,Spanish
9/1/2024,50-64,Male,Unengaged,Premium,176,West,English
9/1/2024,50-64,Female,Highly Engaged,Basic,207,West,Spanish
9/1/2024,50-64,Female,Highly Engaged,Enhanced,162,Northeast,Spanish
9/1/2024,50-64,Female,Highly Engaged,Premium,218,Midwest,Chinese
9/1/2024,50-64,Female,Reactive Engagers,Basic,156,South,English
9/1/2024,50-64,Female,Reactive Engagers,Enhanced,112,West,Spanish
9/1/2024,50-64,Female,Reactive Engagers,Premium,155,Northeast,Vietnamese
9/1/2024,50-64,Female,Content & Complacent,Basic,234,Midwest,English
9/1/2024,50-64,Female,Content & Complacent,Enhanced,179,South,English
9/1/2024,50-64,Female,Content & Complacent,Premium,139,West,English
9/1/2024,50-64,Female,Unengaged,Basic,124,West,Spanish
9/1/2024,50-64,Female,Unengaged,Enhanced,133,Midwest,English
9/1/2024,50-64,Female,Unengaged,Premium,169,South,English
9/1/2024,65+,Male,Highly Engaged,Basic,167,South,English
9/1/2024,65+,Male,Highly Engaged,Enhanced,217,West,English
9/1/2024,65+,Male,Highly Engaged,Premium,129,South,English
9/1/2024,65+,Male,Reactive Engagers,Basic,183,Midwest,Vietnamese
9/1/2024,65+,Male,Reactive Engagers,Enhanced,208,Northeast,Spanish
9/1/2024,65+,Male,Reactive Engagers,Premium,159,Northeast,English
9/1/2024,65+,Male,Content & Complacent,Basic,189,South,Spanish
9/1/2024,65+,Male,Content & Complacent,Enhanced,130,Northeast,Chinese
9/1/2024,65+,Male,Content & Complacent,Premium,198,Northeast,English
9/1/2024,65+,Male,Unengaged,Basic,148,West,English
9/1/2024,65+,Male,Unengaged,Enhanced,211,Midwest,Chinese
9/1/2024,65+,Male,Unengaged,Premium,106,West,English
9/1/2024,65+,Female,Highly Engaged,Basic,154,West,English
9/1/2024,65+,Female,Highly Engaged,Enhanced,144,Northeast,Spanish
9/1/2024,65+,Female,Highly Engaged,Premium,121,West,Spanish
9/1/2024,65+,Female,Reactive Engagers,Basic,131,Northeast,Chinese
9/1/2024,65+,Female,Reactive Engagers,Enhanced,160,Midwest,English
9/1/2024,65+,Female,Reactive Engagers,Premium,147,South,Spanish
9/1/2024,65+,Female,Content & Complacent,Basic,176,Northeast,Spanish
9/1/2024,65+,Female,Content & Complacent,Enhanced,173,South,English
9/1/2024,65+,Female,Content & Complacent,Premium,127,South,English
9/1/2024,65+,Female,Unengaged,Basic,178,West,English
9/1/2024,65+,Female,Unengaged,Enhanced,132,Midwest,Spanish
9/1/2024,65+,Female,Unengaged,Premium,217,South,English
10/1/2024,18-34,Male,Highly Engaged,Basic,962,South,Spanish
10/1/2024,18-34,Male,Highly Engaged,Enhanced,1095,Northeast,Spanish
10/1/2024,18-34,Male,Highly Engaged,Premium,965,South,English
10/1/2024,18-34,Male,Reactive Engagers,Basic,1151,West,English
10/1/2024,18-34,Male,Reactive Engagers,Enhanced,1024,West,English
10/1/2024,18-34,Male,Reactive Engagers,Premium,1063,Midwest,English
10/1/2024,18-34,Male,Content & Complacent,Basic,1164,South,English
10/1/2024,18-34,Male,Content & Complacent,Enhanced,1183,Northeast,Spanish
10/1/2024,18-34,Male,Content & Complacent,Premium,1018,Midwest,English
10/1/2024,18-34,Male,Unengaged,Basic,1070,Midwest,Spanish
10/1/2024,18-34,Male,Unengaged,Enhanced,1045,Midwest,English
10/1/2024,18-34,Male,Unengaged,Premium,1095,Northeast,English
10/1/2024,18-34,Female,Highly Engaged,Basic,1020,West,English
10/1/2024,18-34,Female,Highly Engaged,Enhanced,1156,Northeast,Spanish
10/1/2024,18-34,Female,Highly Engaged,Premium,1016,South,Spanish
10/1/2024,18-34,Female,Reactive Engagers,Basic,1185,West,Chinese
10/1/2024,18-34,Female,Reactive Engagers,Enhanced,999,West,Spanish
10/1/2024,18-34,Female,Reactive Engagers,Premium,994,West,English
10/1/2024,18-34,Female,Content & Complacent,Basic,1193,Midwest,Spanish
10/1/2024,18-34,Female,Content & Complacent,Enhanced,1034,Northeast,English
10/1/2024,18-34,Female,Content & Complacent,Premium,1118,West,English
10/1/2024,18-34,Female,Unengaged,Basic,1003,Northeast,English
10/1/2024,18-34,Female,Unengaged,Enhanced,1018,Northeast,Spanish
10/1/2024,18-34,Female,Unengaged,Premium,1050,Midwest,English
10/1/2024,35-49,Male,Highly Engaged,Basic,971,West,Spanish
10/1/2024,35-49,Male,Highly Engaged,Enhanced,1197,South,English
10/1/2024,35-49,Male,Highly Engaged,Premium,1066,South,English
10/1/2024,35-49,Male,Reactive Engagers,Basic,1031,West,Spanish
10/1/2024,35-49,Male,Reactive Engagers,Enhanced,998,Northeast,English
10/1/2024,35-49,Male,Reactive Engagers,Premium,1071,Northeast,English
10/1/2024,35-49,Male,Content & Complacent,Basic,1183,West,Spanish
10/1/2024,35-49,Male,Content & Complacent,Enhanced,1038,Northeast,English
10/1/2024,35-49,Male,Content & Complacent,Premium,1198,South,Spanish
10/1/2024,35-49,Male,Unengaged,Basic,1118,Midwest,English
10/1/2024,35-49,Male,Unengaged,Enhanced,1182,Northeast,English
10/1/2024,35-49,Male,Unengaged,Premium,1169,South,English
10/1/2024,35-49,Female,Highly Engaged,Basic,1016,South,English
10/1/2024,35-49,Female,Highly Engaged,Enhanced,1156,South,English
10/1/2024,35-49,Female,Highly Engaged,Premium,1107,West,English
10/1/2024,35-49,Female,Reactive Engagers,Basic,1007,South,Spanish
10/1/2024,35-49,Female,Reactive Engagers,Enhanced,1039,West,English
10/1/2024,35-49,Female,Reactive Engagers,Premium,1158,South,Spanish
10/1/2024,35-49,Female,Content & Complacent,Basic,1141,Northeast,Spanish
10/1/2024,35-49,Female,Content & Complacent,Enhanced,1173,Midwest,English
10/1/2024,35-49,Female,Content & Complacent,Premium,1092,Midwest,Vietnamese
10/1/2024,35-49,Female,Unengaged,Basic,1169,Northeast,Spanish
10/1/2024,35-49,Female,Unengaged,Enhanced,1093,South,Vietnamese
10/1/2024,35-49,Female,Unengaged,Premium,1160,South,English
10/1/2024,50-64,Male,Highly Engaged,Basic,1003,Midwest,English
10/1/2024,50-64,Male,Highly Engaged,Enhanced,1058,Northeast,English
10/1/2024,50-64,Male,Highly Engaged,Premium,1055,Northeast,English
10/1/2024,50-64,Male,Reactive Engagers,Basic,1041,West,English
10/1/2024,50-64,Male,Reactive Engagers,Enhanced,1131,West,English
10/1/2024,50-64,Male,Reactive Engagers,Premium,1074,Northeast,English
10/1/2024,50-64,Male,Content & Complacent,Basic,1083,West,English
10/1/2024,50-64,Male,Content & Complacent,Enhanced,984,South,English
10/1/2024,50-64,Male,Content & Complacent,Premium,1089,South,Chinese
10/1/2024,50-64,Male,Unengaged,Basic,1197,Northeast,English
10/1/2024,50-64,Male,Unengaged,Enhanced,1111,Midwest,Spanish
10/1/2024,50-64,Male,Unengaged,Premium,1049,South,English
10/1/2024,50-64,Female,Highly Engaged,Basic,989,South,Spanish
10/1/2024,50-64,Female,Highly Engaged,Enhanced,1197,South,English
10/1/2024,50-64,Female,Highly Engaged,Premium,1077,Midwest,Spanish
10/1/2024,50-64,Female,Reactive Engagers,Basic,1028,Northeast,Spanish
10/1/2024,50-64,Female,Reactive Engagers,Enhanced,1148,Northeast,English
10/1/2024,50-64,Female,Reactive Engagers,Premium,991,South,English
10/1/2024,50-64,Female,Content & Complacent,Basic,1042,South,English
10/1/2024,50-64,Female,Content & Complacent,Enhanced,1180,South,English
10/1/2024,50-64,Female,Content & Complacent,Premium,1003,West,English
10/1/2024,50-64,Female,Unengaged,Basic,976,Northeast,English
10/1/2024,50-64,Female,Unengaged,Enhanced,1064,South,English
10/1/2024,50-64,Female,Unengaged,Premium,1189,West,English
10/1/2024,65+,Male,Highly Engaged,Basic,1146,South,English
10/1/2024,65+,Male,Highly Engaged,Enhanced,1168,Midwest,English
10/1/2024,65+,Male,Highly Engaged,Premium,1035,Midwest,Spanish
10/1/2024,65+,Male,Reactive Engagers,Basic,1021,Northeast,English
10/1/2024,65+,Male,Reactive Engagers,Enhanced,1100,South,Spanish
10/1/2024,65+,Male,Reactive Engagers,Premium,1064,Midwest,English
10/1/2024,65+,Male,Content & Complacent,Basic,1191,South,English
10/1/2024,65+,Male,Content & Complacent,Enhanced,1060,South,English
10/1/2024,65+,Male,Content & Complacent,Premium,1058,Northeast,Spanish
10/1/2024,65+,Male,Unengaged,Basic,1176,Northeast,English
10/1/2024,65+,Male,Unengaged,Enhanced,1180,South,Chinese
10/1/2024,65+,Male,Unengaged,Premium,1089,West,Spanish
10/1/2024,65+,Female,Highly Engaged,Basic,1004,Northeast,English
10/1/2024,65+,Female,Highly Engaged,Enhanced,992,South,English
10/1/2024,65+,Female,Highly Engaged,Premium,1184,Midwest,English
10/1/2024,65+,Female,Reactive Engagers,Basic,1194,Midwest,Spanish
10/1/2024,65+,Female,Reactive Engagers,Enhanced,1150,South,English
10/1/2024,65+,Female,Reactive Engagers,Premium,987,West,English
10/1/2024,65+,Female,Content & Complacent,Basic,1014,West,English
10/1/2024,65+,Female,Content & Complacent,Enhanced,1182,West,English
10/1/2024,65+,Female,Content & Complacent,Premium,1006,West,English
10/1/2024,65+,Female,Unengaged,Basic,1073,Midwest,English
10/1/2024,65+,Female,Unengaged,Enhanced,1111,West,English
10/1/2024,65+,Female,Unengaged,Premium,1160,Northeast,Vietnamese
11/1/2024,18-34,Male,Highly Engaged,Basic,1179,West,Spanish
11/1/2024,18-34,Male,Highly Engaged,Enhanced,1097,South,Spanish
11/1/2024,18-34,Male,Highly Engaged,Premium,960,Midwest,English
11/1/2024,18-34,Male,Reactive Engagers,Basic,968,West,Spanish
11/1/2024,18-34,Male,Reactive Engagers,Enhanced,1043,Midwest,English
11/1/2024,18-34,Male,Reactive Engagers,Premium,960,Midwest,Chinese
11/1/2024,18-34,Male,Content & Complacent,Basic,969,West,English
11/1/2024,18-34,Male,Content & Complacent,Enhanced,1024,South,English
11/1/2024,18-34,Male,Content & Complacent,Premium,1180,South,English
11/1/2024,18-34,Male,Unengaged,Basic,1161,West,Spanish
11/1/2024,18-34,Male,Unengaged,Enhanced,1143,West,English
11/1/2024,18-34,Male,Unengaged,Premium,1197,Northeast,Spanish
11/1/2024,18-34,Female,Highly Engaged,Basic,1082,Midwest,English
11/1/2024,18-34,Female,Highly Engaged,Enhanced,1116,Northeast,Chinese
11/1/2024,18-34,Female,Highly Engaged,Premium,964,South,English
11/1/2024,18-34,Female,Reactive Engagers,Basic,1163,Midwest,Vietnamese
11/1/2024,18-34,Female,Reactive Engagers,Enhanced,1068,South,English
11/1/2024,18-34,Female,Reactive Engagers,Premium,1146,Northeast,English
11/1/2024,18-34,Female,Content & Complacent,Basic,1175,Northeast,English
11/1/2024,18-34,Female,Content & Complacent,Enhanced,1060,Northeast,English
11/1/2024,18-34,Female,Content & Complacent,Premium,1193,West,English
11/1/2024,18-34,Female,Unengaged,Basic,966,Northeast,English
11/1/2024,18-34,Female,Unengaged,Enhanced,1090,South,English
11/1/2024,18-34,Female,Unengaged,Premium,1002,Northeast,English
11/1/2024,35-49,Male,Highly Engaged,Basic,1028,South,English
11/1/2024,35-49,Male,Highly Engaged,Enhanced,1169,South,English
11/1/2024,35-49,Male,Highly Engaged,Premium,1020,South,English
11/1/2024,35-49,Male,Reactive Engagers,Basic,988,West,English
11/1/2024,35-49,Male,Reactive Engagers,Enhanced,1100,West,English
11/1/2024,35-49,Male,Reactive Engagers,Premium,1070,West,English
11/1/2024,35-49,Male,Content & Complacent,Basic,1129,Midwest,English
11/1/2024,35-49,Male,Content & Complacent,Enhanced,962,Midwest,English
11/1/2024,35-49,Male,Content & Complacent,Premium,992,West,English
11/1/2024,35-49,Male,Unengaged,Basic,1147,West,English
11/1/2024,35-49,Male,Unengaged,Enhanced,1084,Midwest,Spanish
11/1/2024,35-49,Male,Unengaged,Premium,1118,Midwest,English
11/1/2024,35-49,Female,Highly Engaged,Basic,1124,Northeast,English
11/1/2024,35-49,Female,Highly Engaged,Enhanced,1195,South,English
11/1/2024,35-49,Female,Highly Engaged,Premium,989,Midwest,English
11/1/2024,35-49,Female,Reactive Engagers,Basic,992,West,English
11/1/2024,35-49,Female,Reactive Engagers,Enhanced,1041,Northeast,English
11/1/2024,35-49,Female,Reactive Engagers,Premium,973,West,English
11/1/2024,35-49,Female,Content & Complacent,Basic,1192,Northeast,Spanish
11/1/2024,35-49,Female,Content & Complacent,Enhanced,1081,Midwest,Vietnamese
11/1/2024,35-49,Female,Content & Complacent,Premium,973,South,Vietnamese
11/1/2024,35-49,Female,Unengaged,Basic,1048,South,English
11/1/2024,35-49,Female,Unengaged,Enhanced,1145,Northeast,Vietnamese
11/1/2024,35-49,Female,Unengaged,Premium,1158,South,Vietnamese
11/1/2024,50-64,Male,Highly Engaged,Basic,1117,Northeast,English
11/1/2024,50-64,Male,Highly Engaged,Enhanced,1198,West,Chinese
11/1/2024,50-64,Male,Highly Engaged,Premium,1033,West,English
11/1/2024,50-64,Male,Reactive Engagers,Basic,1100,Midwest,English
11/1/2024,50-64,Male,Reactive Engagers,Enhanced,982,Northeast,English
11/1/2024,50-64,Male,Reactive Engagers,Premium,1112,South,English
11/1/2024,50-64,Male,Content & Complacent,Basic,1176,West,English
11/1/2024,50-64,Male,Content & Complacent,Enhanced,1096,West,English
11/1/2024,50-64,Male,Content & Complacent,Premium,1089,Midwest,Vietnamese
11/1/2024,50-64,Male,Unengaged,Basic,1041,Northeast,English
11/1/2024,50-64,Male,Unengaged,Enhanced,1139,West,English
11/1/2024,50-64,Male,Unengaged,Premium,1089,Northeast,Spanish
11/1/2024,50-64,Female,Highly Engaged,Basic,1056,South,English
11/1/2024,50-64,Female,Highly Engaged,Enhanced,1106,Midwest,English
11/1/2024,50-64,Female,Highly Engaged,Premium,1171,Northeast,English
11/1/2024,50-64,Female,Reactive Engagers,Basic,968,West,Spanish
11/1/2024,50-64,Female,Reactive Engagers,Enhanced,1157,West,Chinese
11/1/2024,50-64,Female,Reactive Engagers,Premium,1013,West,English
11/1/2024,50-64,Female,Content & Complacent,Basic,1037,Midwest,English
11/1/2024,50-64,Female,Content & Complacent,Enhanced,1141,South,English
11/1/2024,50-64,Female,Content & Complacent,Premium,1146,Northeast,English
11/1/2024,50-64,Female,Unengaged,Basic,1066,Northeast,English
11/1/2024,50-64,Female,Unengaged,Enhanced,1095,Northeast,English
11/1/2024,50-64,Female,Unengaged,Premium,1171,South,English
11/1/2024,65+,Male,Highly Engaged,Basic,1072,Midwest,Spanish
11/1/2024,65+,Male,Highly Engaged,Enhanced,1108,Midwest,English
11/1/2024,65+,Male,Highly Engaged,Premium,985,South,English
11/1/2024,65+,Male,Reactive Engagers,Basic,1113,South,Chinese
11/1/2024,65+,Male,Reactive Engagers,Enhanced,1061,West,Spanish
11/1/2024,65+,Male,Reactive Engagers,Premium,966,West,English
11/1/2024,65+,Male,Content & Complacent,Basic,1185,Midwest,English
11/1/2024,65+,Male,Content & Complacent,Enhanced,1182,West,English
11/1/2024,65+,Male,Content & Complacent,Premium,1073,West,English
11/1/2024,65+,Male,Unengaged,Basic,977,West,English
11/1/2024,65+,Male,Unengaged,Enhanced,1021,Midwest,Vietnamese
11/1/2024,65+,Male,Unengaged,Premium,1111,South,Vietnamese
11/1/2024,65+,Female,Highly Engaged,Basic,999,Midwest,Spanish
11/1/2024,65+,Female,Highly Engaged,Enhanced,1161,Northeast,Spanish
11/1/2024,65+,Female,Highly Engaged,Premium,983,Midwest,English
11/1/2024,65+,Female,Reactive Engagers,Basic,1176,West,English
11/1/2024,65+,Female,Reactive Engagers,Enhanced,1107,South,English
11/1/2024,65+,Female,Reactive Engagers,Premium,987,Northeast,English
11/1/2024,65+,Female,Content & Complacent,Basic,1151,South,English
11/1/2024,65+,Female,Content & Complacent,Enhanced,972,West,Spanish
11/1/2024,65+,Female,Content & Complacent,Premium,1151,South,Spanish
11/1/2024,65+,Female,Unengaged,Basic,1090,Northeast,Vietnamese
11/1/2024,65+,Female,Unengaged,Enhanced,1112,Northeast,English
11/1/2024,65+,Female,Unengaged,Premium,1068,Northeast,English
12/1/2024,18-34,Male,Highly Engaged,Basic,1124,West,English
12/1/2024,18-34,Male,Highly Engaged,Enhanced,1175,West,English
12/1/2024,18-34,Male,Highly Engaged,Premium,1114,South,English
12/1/2024,18-34,Male,Reactive Engagers,Basic,1095,Midwest,English
12/1/2024,18-34,Male,Reactive Engagers,Enhanced,1146,Northeast,English
12/1/2024,18-34,Male,Reactive Engagers,Premium,983,Northeast,English
12/1/2024,18-34,Male,Content & Complacent,Basic,1114,Midwest,English
12/1/2024,18-34,Male,Content & Complacent,Enhanced,1175,South,English
12/1/2024,18-34,Male,Content & Complacent,Premium,1043,Midwest,English
12/1/2024,18-34,Male,Unengaged,Basic,1161,Northeast,English
12/1/2024,18-34,Male,Unengaged,Enhanced,1167,Northeast,Spanish
12/1/2024,18-34,Male,Unengaged,Premium,992,South,English
12/1/2024,18-34,Female,Highly Engaged,Basic,1128,South,Vietnamese
12/1/2024,18-34,Female,Highly Engaged,Enhanced,1008,Midwest,English
12/1/2024,18-34,Female,Highly Engaged,Premium,1146,West,English
12/1/2024,18-34,Female,Reactive Engagers,Basic,1196,Midwest,English
12/1/2024,18-34,Female,Reactive Engagers,Enhanced,1139,Northeast,English
12/1/2024,18-34,Female,Reactive Engagers,Premium,988,West,English
12/1/2024,18-34,Female,Content & Complacent,Basic,1114,South,English
12/1/2024,18-34,Female,Content & Complacent,Enhanced,1104,Northeast,English
12/1/2024,18-34,Female,Content & Complacent,Premium,1193,Northeast,English
12/1/2024,18-34,Female,Unengaged,Basic,998,South,English
12/1/2024,18-34,Female,Unengaged,Enhanced,1031,South,English
12/1/2024,18-34,Female,Unengaged,Premium,1054,Midwest,English
12/1/2024,35-49,Male,Highly Engaged,Basic,1041,West,English
12/1/2024,35-49,Male,Highly Engaged,Enhanced,1111,South,Vietnamese
12/1/2024,35-49,Male,Highly Engaged,Premium,1014,Midwest,English
12/1/2024,35-49,Male,Reactive Engagers,Basic,982,West,English
12/1/2024,35-49,Male,Reactive Engagers,Enhanced,984,South,English
12/1/2024,35-49,Male,Reactive Engagers,Premium,1060,Northeast,English
12/1/2024,35-49,Male,Content & Complacent,Basic,1088,West,English
12/1/2024,35-49,Male,Content & Complacent,Enhanced,997,South,Spanish
12/1/2024,35-49,Male,Content & Complacent,Premium,988,West,Spanish
12/1/2024,35-49,Male,Unengaged,Basic,1057,Midwest,English
12/1/2024,35-49,Male,Unengaged,Enhanced,1138,South,Vietnamese
12/1/2024,35-49,Male,Unengaged,Premium,1086,West,English
12/1/2024,35-49,Female,Highly Engaged,Basic,1122,Midwest,English
12/1/2024,35-49,Female,Highly Engaged,Enhanced,1071,West,Spanish
12/1/2024,35-49,Female,Highly Engaged,Premium,1070,West,English
12/1/2024,35-49,Female,Reactive Engagers,Basic,1082,Midwest,English
12/1/2024,35-49,Female,Reactive Engagers,Enhanced,1108,Midwest,English
12/1/2024,35-49,Female,Reactive Engagers,Premium,984,Midwest,English
12/1/2024,35-49,Female,Content & Complacent,Basic,1123,Midwest,Spanish
12/1/2024,35-49,Female,Content & Complacent,Enhanced,1053,West,English
12/1/2024,35-49,Female,Content & Complacent,Premium,1163,South,Spanish
12/1/2024,35-49,Female,Unengaged,Basic,1092,West,Spanish
12/1/2024,35-49,Female,Unengaged,Enhanced,1040,West,English
12/1/2024,35-49,Female,Unengaged,Premium,1026,Midwest,English
12/1/2024,50-64,Male,Highly Engaged,Basic,1190,Midwest,English
12/1/2024,50-64,Male,Highly Engaged,Enhanced,1087,South,English
12/1/2024,50-64,Male,Highly Engaged,Premium,1130,Midwest,English
12/1/2024,50-64,Male,Reactive Engagers,Basic,1164,Midwest,Vietnamese
12/1/2024,50-64,Male,Reactive Engagers,Enhanced,1148,South,English
12/1/2024,50-64,Male,Reactive Engagers,Premium,1171,West,English
12/1/2024,50-64,Male,Content & Complacent,Basic,1056,Northeast,Chinese
12/1/2024,50-64,Male,Content & Complacent,Enhanced,1113,Northeast,English
12/1/2024,50-64,Male,Content & Complacent,Premium,1136,Northeast,Spanish
12/1/2024,50-64,Male,Unengaged,Basic,968,South,Chinese
12/1/2024,50-64,Male,Unengaged,Enhanced,1150,West,English
12/1/2024,50-64,Male,Unengaged,Premium,1046,Midwest,English
12/1/2024,50-64,Female,Highly Engaged,Basic,1076,Midwest,Spanish
12/1/2024,50-64,Female,Highly Engaged,Enhanced,1031,South,English
12/1/2024,50-64,Female,Highly Engaged,Premium,980,South,English
12/1/2024,50-64,Female,Reactive Engagers,Basic,980,Northeast,English
12/1/2024,50-64,Female,Reactive Engagers,Enhanced,989,Northeast,English
12/1/2024,50-64,Female,Reactive Engagers,Premium,1016,Midwest,English
12/1/2024,50-64,Female,Content & Complacent,Basic,1071,Midwest,English
12/1/2024,50-64,Female,Content & Complacent,Enhanced,962,Northeast,English
12/1/2024,50-64,Female,Content & Complacent,Premium,1172,Northeast,English
12/1/2024,50-64,Female,Unengaged,Basic,1162,Midwest,English
12/1/2024,50-64,Female,Unengaged,Enhanced,990,Midwest,Chinese
12/1/2024,50-64,Female,Unengaged,Premium,1102,South,English
12/1/2024,65+,Male,Highly Engaged,Basic,1014,West,English
12/1/2024,65+,Male,Highly Engaged,Enhanced,965,South,Spanish
12/1/2024,65+,Male,Highly Engaged,Premium,1178,West,Chinese
12/1/2024,65+,Male,Reactive Engagers,Basic,1144,South,English
12/1/2024,65+,Male,Reactive Engagers,Enhanced,963,South,English
12/1/2024,65+,Male,Reactive Engagers,Premium,1118,Midwest,English
12/1/2024,65+,Male,Content & Complacent,Basic,1051,West,English
12/1/2024,65+,Male,Content & Complacent,Enhanced,1181,Midwest,Chinese
12/1/2024,65+,Male,Content & Complacent,Premium,966,Northeast,English
12/1/2024,65+,Male,Unengaged,Basic,1180,West,English
12/1/2024,65+,Male,Unengaged,Enhanced,1147,Midwest,English
12/1/2024,65+,Male,Unengaged,Premium,1193,Midwest,English
12/1/2024,65+,Female,Highly Engaged,Basic,1143,Northeast,Spanish
12/1/2024,65+,Female,Highly Engaged,Enhanced,1156,Midwest,Spanish
12/1/2024,65+,Female,Highly Engaged,Premium,965,West,English
12/1/2024,65+,Female,Reactive Engagers,Basic,1046,West,Spanish
12/1/2024,65+,Female,Reactive Engagers,Enhanced,1092,Midwest,Spanish
12/1/2024,65+,Female,Reactive Engagers,Premium,1048,Midwest,English
12/1/2024,65+,Female,Content & Complacent,Basic,1159,Midwest,English
12/1/2024,65+,Female,Content & Complacent,Enhanced,1119,West,Spanish
12/1/2024,65+,Female,Content & Complacent,Premium,1017,Northeast,Spanish
12/1/2024,65+,Female,Unengaged,Basic,1103,South,English
12/1/2024,65+,Female,Unengaged,Enhanced,1022,Northeast,English
12/1/2024,65+,Female,Unengaged,Premium,993,West,Spanish
1/1/2025,18-34,Male,Highly Engaged,Basic,839,Northeast,Vietnamese
1/1/2025,18-34,Male,Highly Engaged,Enhanced,690,South,Spanish
1/1/2025,18-34,Male,Highly Engaged,Premium,740,West,English
1/1/2025,18-34,Male,Reactive Engagers,Basic,795,West,English
1/1/2025,18-34,Male,Reactive Engagers,Enhanced,803,Northeast,English
1/1/2025,18-34,Male,Reactive Engagers,Premium,733,South,Chinese
1/1/2025,18-34,Male,Content & Complacent,Basic,692,South,English
1/1/2025,18-34,Male,Content & Complacent,Enhanced,755,Midwest,English
1/1/2025,18-34,Male,Content & Complacent,Premium,782,South,English
1/1/2025,18-34,Male,Unengaged,Basic,771,West,Spanish
1/1/2025,18-34,Male,Unengaged,Enhanced,837,Northeast,English
1/1/2025,18-34,Male,Unengaged,Premium,765,Midwest,English
1/1/2025,18-34,Female,Highly Engaged,Basic,821,South,Spanish
1/1/2025,18-34,Female,Highly Engaged,Enhanced,726,Northeast,English
1/1/2025,18-34,Female,Highly Engaged,Premium,762,Midwest,English
1/1/2025,18-34,Female,Reactive Engagers,Basic,822,South,English
1/1/2025,18-34,Female,Reactive Engagers,Enhanced,712,Northeast,Spanish
1/1/2025,18-34,Female,Reactive Engagers,Premium,771,South,Spanish
1/1/2025,18-34,Female,Content & Complacent,Basic,689,Northeast,English
1/1/2025,18-34,Female,Content & Complacent,Enhanced,731,Northeast,Chinese
1/1/2025,18-34,Female,Content & Complacent,Premium,729,Midwest,English
1/1/2025,18-34,Female,Unengaged,Basic,715,South,English
1/1/2025,18-34,Female,Unengaged,Enhanced,700,Midwest,English
1/1/2025,18-34,Female,Unengaged,Premium,743,Midwest,English
1/1/2025,35-49,Male,Highly Engaged,Basic,783,West,English
1/1/2025,35-49,Male,Highly Engaged,Enhanced,714,Midwest,English
1/1/2025,35-49,Male,Highly Engaged,Premium,822,Midwest,English
1/1/2025,35-49,Male,Reactive Engagers,Basic,779,South,English
1/1/2025,35-49,Male,Reactive Engagers,Enhanced,770,Northeast,Spanish
1/1/2025,35-49,Male,Reactive Engagers,Premium,745,Midwest,English
1/1/2025,35-49,Male,Content & Complacent,Basic,682,Midwest,English
1/1/2025,35-49,Male,Content & Complacent,Enhanced,834,Midwest,English
1/1/2025,35-49,Male,Content & Complacent,Premium,837,South,English
1/1/2025,35-49,Male,Unengaged,Basic,813,Midwest,English
1/1/2025,35-49,Male,Unengaged,Enhanced,796,Midwest,Spanish
1/1/2025,35-49,Male,Unengaged,Premium,780,Midwest,Spanish
1/1/2025,35-49,Female,Highly Engaged,Basic,802,Midwest,English
1/1/2025,35-49,Female,Highly Engaged,Enhanced,710,Northeast,English
1/1/2025,35-49,Female,Highly Engaged,Premium,726,Midwest,English
1/1/2025,35-49,Female,Reactive Engagers,Basic,810,South,English
1/1/2025,35-49,Female,Reactive Engagers,Enhanced,775,South,English
1/1/2025,35-49,Female,Reactive Engagers,Premium,725,West,English
1/1/2025,35-49,Female,Content & Complacent,Basic,810,South,English
1/1/2025,35-49,Female,Content & Complacent,Enhanced,813,Northeast,English
1/1/2025,35-49,Female,Content & Complacent,Premium,773,South,English
1/1/2025,35-49,Female,Unengaged,Basic,677,Midwest,Spanish
1/1/2025,35-49,Female,Unengaged,Enhanced,707,Midwest,English
1/1/2025,35-49,Female,Unengaged,Premium,735,West,Spanish
